Timestamp,What is your favorite Pokemon?,What is your least favorite Pokemon?,What Main Series Games have you played?,What is your Favorite Main Series Game?,What is your favorite Pokemon Type?,What is your least favorite Type?,What is your favorite Pokemon from Kanto?,Who is your favorite Kanto Gym Leader?,Who is your favorite member of the Kanto Elite Four?,What is your favorite town/city in Kanto?,What is your favorite Pokemon from Johto?,Who is your favorite Johto Gym Leader,Who is your favorite Johto Elite Four,What is your favorite town/city in Johto?,What is your favorite Pokemon from Hoenn?,Who is your favorite gym leader from Hoenn?,Who is your favorite Elite Four member from Hoenn?,Who is your favorite Frontier Brain from Hoenn?,What is your favorite town/city in Hoenn?,Column25,What is your favorite Pokemon from Sinnoh?,Who is your favorite Gym Leader from Sinnoh?,Column28,Who is your favorite Elite Four Member from Sinnoh?,Who is your favorite Frontier Brain from Sinnoh?,What is your favorite town/city in Sinnoh?,What is your favorite Pokemon from Unova?,Who is your favorite Gym Leader from Unova?,Who is your favorite Member of the Elite Four from Unova?,What is your favorite town/city from Unova?,What is your favorite Pokemon from Kalos?,Who is your favorite Gym Leader from Kalos?,Who is your favorite Member of the EIite Four in Kalos?,What is your favorite city/town in Kalos?,What is your favorite Pokemon from Alola?,Who is your favorite Trial Captain from Alola?,What is your favorite town/city in Alola?,WhatisyourfavoriteNormalType?,FightingType?,FlyingType,Poison Type?,Ground Type?,Rock Type?,Bug Type?,Ghost Type?,Steel Type?,Fire Type?,Water Type?,Grass Type?,Electric Type?,Psychic Type?,Ice Type?,Dragon Type?,Dark Type?,Fairy Type?,Kanto Starter?,Johto Starter?,Hoenn Starter?,Sinnoh Starter?,Unova Starter?,Kalos Starter?,Alola Starter?,Fossil,Column1,Eeveelution?,Kanto Elemental Bird Trio,Johto Beasts Trio,Johto Tower Duo,Hoenn Weather Trio,Hoenn Golem Trio,Sinnoh Creation Trio,Sinnoh Lake Guardians,Unova Musketeers,Unova Forces of Nature,Unova Tao Trio,Kalos Aura Trio,Alola Island Guardians,Alola Ultra Beasts,Mythics,Solgaleo or Lunala,Latias or Latios
6/27/2017 16:27:17,Altaria,,"Yellow, Gold, Emerald, Fire Red, Pearl, Platinum, HeartGold, SoulSilver, White, Black 2, Y, Omega Ruby, Sun, Moon",Sun,Fairy,Fighting,Cloyster,Giovanni,Agatha,Viridian,Tyranitar,Morty,Koga,Ecruteak,Altaria,Norman,Glacia,Brandon,Mossdeep,536,Electivire,Volkner,379,Bertha,,Snowpoint,Galvantula,Elesa,Grimsley,Castelia,Sylveon,Valerie,Siebold,Cyllage,Xurkitree,Ilima,Seafolk,,,,,,,,,,,,,,,,,,,Squirtle,Cyndaquil,Treecko,Turtwig,Snivy,Froakie,Popplio,Armor (Shieldon),615,Sylveon,Zapdos,Raikou,Lugia,Rayquaza,Regice,Giratina,Uxie,Cobalion,Thundurus,Zekrom,Zygarde,Tapu Koko,Xurkitree,Mew,Solgaleo,Latios
6/27/2017 16:25:05,Lairon,Zubat,"Yellow, Silver, Sapphire, Emerald, Leaf Green, Pearl, Platinum, HeartGold, SoulSilver, Black, Black 2, White 2, X, Alpha Sapphire, Sun",X,Steel,Flying,Rhydon,Giovanni,Lance,Celadon,Steelix,Morty,Koga,Ecruteak,Lairon,Wallace,Phoebe,Brandon,Sootopolis,287,Torterra,Crasher Wake,277,Flint,Thorton,Snowpoint,Druddigon,Drayden,Grimsley,Castelia,Pangoro,Grant,Drasna,Lumiose,Crabrawler,Nanu,Po Town,Tauros,Pangoro,Swellow,Arbok,Rhydon,Geodude,Beedrill,Cofagrigus,Lairon,Heatran,Swampert,Torterra,Zapdos,Wobbuffet,Articuno,Druddigon,Mightyena,Ribombee,Bulbasaur,Cyndaquil,Mudkip,Turtwig,Tepig,Froakie,Rowlet,Dome (Kabuto),615,Vaporeon,Articuno,Suicune,Ho-oh,Kyogre,Regice,Palkia,Mesprit,Terrakion,Thundurus,Kyurem,Xerneas,Tapu Lele,Buzzwole,Deoxys,Solgaleo,Latias
6/27/2017 16:21:30,Togekiss,,"Blue, Silver, Sapphire, Emerald, Leaf Green, Pearl, SoulSilver, White, White 2, X, Y, Alpha Sapphire, Sun, Moon",White,Fairy,Normal,Beedrill,,Lance,Lavender,Crobat,Whitney,Bruno,Goldenrod,Aggron,Tate & Liza,Sidney,Lucy,Fortree,536,Togekiss,Crasher Wake,846,Lucian,Dahlia,Resort Area,Chandelure,Cilan,Grimsley,Castelia,Aegislash,Korrina,Wikstrom,Laverre,Salazzle,Kiawe,Po Town,Silvally,Lucario,Crobat,Salazzle,Gliscor,Gigalith,Beedrill,Aegislash,Aggron,Chandelure,Golisopod,Lilligant,Vikavolt,Raichu,Weavile,Exeggutor,Hydreigon,Togekiss,Squirtle,Chikorita,Mudkip,Chimchar,Tepig,Froakie,Rowlet,Sail (Amaura),227,Sylveon,Articuno,Suicune,Lugia,Rayquaza,Registeel,Dialga,Azelf,Cobalion,Thundurus,Zekrom,Xerneas,Tapu Lele,Celesteela,Diancie,Solgaleo,Latias
6/27/2017 16:21:29,Typhlosion,Trubbish,"Blue, Yellow, Gold, Crystal, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Platinum, HeartGold, Black, Black 2, X, Omega Ruby, Sun",HeartGold,Ice,Fighting,Ninetales,Blue,Lorelei,Pallet,Typhlosion,Pryce,Will,Olivine,Zangoose,Flannery,Phoebe,Tucker,Ever Grande,374,Buizel,Crasher Wake,379,Aaron,Palmer,Solaceon,Dewott,Lenora,Caitlin,Black City/White Forest,Litleo,Olympia,Malva,Anistar,Decidueye,Ilima,Hau'oli,Zangoose,Lucario,Ho-oh,Venusaur,Claydol,Lycanroc,Shedinja,Decidueye,Lucario,Typhlosion,Buizel,Decidueye,Luxray,Espeon,nintales,Dialga,Umbreon,Ninetales,Bulbasaur,Cyndaquil,Treecko,Turtwig,Oshawott,Chespin,Rowlet,Helix (Omanyte),174,Umbreon,Moltres,Entei,Ho-oh,Rayquaza,Regice,Dialga,Mesprit,Keldeo,Landorus,Zekrom,Xerneas,Tapu Koko,Xurkitree,Shaymin,Solgaleo,Latios
6/27/2017 16:20:14,Umbreon,Incineroar,"Red, Green, Blue, Yellow, Gold, Silver, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, Black, White 2, Y",SoulSilver,Dark,Fairy,Charizard,Blue,Lance,Vermilion,Umbreon,Pryce,Will,Cianwood,Sceptile,Norman,Drake,Lucy,Sootopolis,65,Lucario,Volkner,153,Lucian,Dahlia,Snowpoint,Sawsbuck,Iris,Marshal,Black City/White Forest,Greninja,Olympia,Drasna,Snowbelle,Decidueye,,,Slaking,Lucario,Noctowl,Toxicroak,Flygon,Aggron,Heracross,Gengar,Scizor,Charizard,Lapras,Sceptile,Jolteon,Gallade,Froslass,Dragonite,Umbreon,Xerneas,Charmander,Cyndaquil,Treecko,Chimchar,Oshawott,Froakie,Rowlet,Dome (Kabuto),615,Umbreon,Articuno,Suicune,Lugia,Rayquaza,Regice,Dialga,Mesprit,Keldeo,,Zekrom,,,,Darkrai,,Latios
6/27/2017 16:20:13,Umbreon,Incineroar,"Red, Green, Blue, Yellow, Gold, Silver, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, Black, White 2, Y",SoulSilver,Dark,Fairy,Charizard,Blue,Lance,Vermilion,Umbreon,Pryce,Will,Cianwood,Sceptile,Norman,Drake,Lucy,Sootopolis,536,Lucario,Volkner,248,Lucian,Dahlia,Snowpoint,Sawsbuck,Iris,Marshal,Black City/White Forest,Greninja,Olympia,Drasna,Snowbelle,Decidueye,,,Slaking,Lucario,Noctowl,Toxicroak,Flygon,Aggron,Heracross,Gengar,Scizor,Charizard,Lapras,Sceptile,Jolteon,Gallade,Froslass,Dragonite,Umbreon,Xerneas,Charmander,Cyndaquil,Treecko,Chimchar,Oshawott,Froakie,Rowlet,Dome (Kabuto),615,Umbreon,Articuno,Suicune,Lugia,Rayquaza,Regice,Dialga,Mesprit,Keldeo,,Zekrom,,,,Darkrai,,Latios
6/27/2017 16:19:52,Empoleon,Wobbuffet,"Yellow, Sapphire, Fire Red, Leaf Green, Diamond, Platinum, SoulSilver, White, Black 2, X, Omega Ruby, Sun",Black 2,Water,Fire,Gengar,Koga,Lance,Fuchsia,Umbreon,Clair,Karen,Ecruteak,Latios,Wallace,Phoebe,Brandon,Sootopolis,121,Empoleon,Volkner,277,Lucian,Palmer,Veilstone,Chandelure,Skyla,Grimsley,Nimbasa,Greninja,Clemont,Siebold,Laverre,Decidueye,Nanu,Malie,Porygon2,Mienshao,Staraptor,Gengar,Excadrill,Rockruff,Heracross,Gengar,Empoleon,Chandelure,Empoleon,Shiftry,Magneton,Gallade,Weavile,Hydreigon,Greninja,Ribombee,Squirtle,Cyndaquil,Treecko,Piplup,Oshawott,Froakie,Rowlet,Old Amber (Aerodactyl),507,Umbreon,Zapdos,Suicune,Lugia,Kyogre,Registeel,Giratina,Uxie,Keldeo,Landorus,Zekrom,Xerneas,Tapu Fini,Celesteela,Darkrai,Lunala,Latios
6/27/2017 16:18:41,Heatran,Delibird,"Red, Green, Blue, Yellow, Gold, Silver, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, Black, White, White 2, X, Y, Omega Ruby, Alpha Sapphire, Sun, Moon",Platinum,Ground,Dark,Exeggutor,Sabrina,Agatha,Saffron,Espeon,Jasmine,Karen,Goldenrod,Armaldo,Wattson,Drake,Spenser,Mossdeep,374,Heatran,Crasher Wake,379,Aaron,Dahlia,Veilstone,Ferrothorn,Skyla,Caitlin,Nimbasa,Klefki,Korrina,Wikstrom,Lumiose,Golisopod,Acerola,Konikoni,Snorlax,Lucario,Staraptor,Muk,Gliscor,Rhyperior,Heracross,Cofagrigus,Ferrothorn,Heatran,Feraligatr,Victreebel,Magnezone,Espeon,Mamoswine,Garchomp,Bisharp,Klefki,Charmander,Totodile,Mudkip,Turtwig,Oshawott,Chespin,Popplio,Jaw (Tyrunt),356,Espeon,Zapdos,Raikou,Ho-oh,Kyogre,Registeel,Dialga,Azelf,Terrakion,Landorus,Zekrom,Yveltal,Tapu Bulu,Celesteela,Manaphy,Solgaleo,Latios
6/27/2017 16:11:27,Gallade,,"Red, Blue, Yellow, Gold, Silver, Crystal, Ruby, Sapphire, Fire Red, Leaf Green, Pearl, HeartGold, Black, X, Alpha Sapphire, Sun, Moon",Crystal,Psychic,Poison,Mewtwo,Koga,Lance,Celadon,Cyndaquil,Jasmine,Will,Ecruteak,Gardevoir,Wallace,Phoebe,Lucy,Pacifidlog,533,Gallade,,277,Aaron,,,Oshawott,Marlon,Grimsley,Icirrus,Fletchinder,,,Dendemille,Rowlet,Kiawe,Seafolk,,,,,,,,,,,,,,,,,,,Charmander,Cyndaquil,Torchic,Piplup,Oshawott,Fenniken,Rowlet,Sail (Amaura),356,Espeon,Articuno,Suicune,Ho-oh,Rayquaza,Regice,Dialga,Azelf,Virizion,,Reshiram,Xerneas,Tapu Koko,Kartana,Mew,Lunala,Latios
6/27/2017 16:10:02,Entei,Alomomola,"Crystal, Ruby, Emerald, Fire Red, Diamond, Pearl, Platinum, HeartGold, White, Black 2, Y, Alpha Sapphire, Sun",Emerald,Dragon,Poison,Mew,Blue,Lance,Lavender,Entei,Chuck,Koga,Cianwood,Rayquaza,Wallace,Drake,Lucy,Mauville,536,Arceus,Crasher Wake,846,Lucian,Thorton,Sunyshore,Zoroark,Iris,Caitlin,Black City/White Forest,Greninja,Wulfric,Drasna,Snowbelle,Magearna,Hala,Po Town,,,,,,,,,,,,,,,,,,,Bulbasaur,Totodile,Treecko,Piplup,Tepig,Froakie,Rowlet,Jaw (Tyrunt),459,Umbreon,Zapdos,Entei,Ho-oh,Rayquaza,Registeel,Giratina,Uxie,Cobalion,Tornadus,Zekrom,Zygarde,Tapu Koko,Celesteela,Mew,Solgaleo,Latios
6/27/2017 16:02:16,Victini,Trubbish,"Silver, Ruby, Sapphire, Leaf Green, Pearl, Platinum, HeartGold, SoulSilver, Black, White, Black 2, White 2, X, Y, Omega Ruby, Alpha Sapphire, Sun, Moon",Moon,Psychic,Bug,Jolteon,Blaine,Lance,Lavender,nium,Whitney,Karen,Blackthorn,Camerupt,Flannery,Phoebe,Anabel,Fortree,536,Gallade,Crasher Wake,248,Flint,Palmer,Snowpoint,Victini,Clay,Caitlin,Black City/White Forest,Greninja,Wulfric,Siebold,Cyllage,Wishiwashi,Nanu,Po Town,Persian,Gallade,Braviary,Muk,Sandslash,Gigalith,Golisopod,Palossand,Aggron,Turtonator,Greninja,Chesnaught,Jolteon,Victini,Sandslash,Dragonite,Umbreon,Primarina,Bulbasaur,Totodile,Treecko,Piplup,Oshawott,Froakie,Rowlet,Old Amber (Aerodactyl),459,Jolteon,Moltres,Suicune,Lugia,Rayquaza,Regice,Giratina,Uxie,Keldeo,Landorus,Zekrom,Yveltal,Tapu Koko,Necrozma,Victini,Solgaleo,Latias
6/27/2017 15:56:39,Charizard,Stunfisk,"Red, Green, Blue, Yellow, Gold, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Platinum, HeartGold, Black",Crystal,Fire,Bug,Charizard,Giovanni,Lance,Saffron,Feraligatr,Falkner,Bruno,Goldenrod,Blaziken,Wattson,Drake,Spenser,Sootopolis,345,Luxray,Volkner,150,Bertha,Darach,Sunyshore,Eelektross,Clay,Grimsley,Black City/White Forest,Xerneas,,,,,,,Blissey,Blaziken,Charizard,Gengar,Torterra,Rampardos,Scizor,Gengar,Scizor,Charizard,Feraligatr,Torterra,Luxray,Alakazam,Mamoswine,Hydreigon,Umbreon,Xerneas,Charmander,Totodile,Torchic,Turtwig,Snivy,Chespin,Litten,Plume (Archen),459,Umbreon,Articuno,Entei,Lugia,Rayquaza,Regice,Giratina,Azelf,Cobalion,Landorus,Zekrom,Xerneas,Tapu Koko,Necrozma,Arceus,Solgaleo,Latios
6/27/2017 15:44:18,Swampert,Tepig,"Red, Yellow, Crystal, Ruby, Emerald, Fire Red, Diamond, Platinum, HeartGold, SoulSilver, Black, White, Black 2, White 2, X, Y, Omega Ruby, Alpha Sapphire, Sun, Moon",Emerald,Dragon,Grass,Charizard,Brock,Lance,Celadon,Suicune,Whitney,Bruno,Goldenrod,Swampert,Norman,Drake,Brandon,Slateport,0,Giratina,Crasher Wake,0,Aaron,Thorton,Hearthome,Kyurem,Clay,Shauntal,Castelia,Yveltal,Ramos,Wikstrom,Lumiose,Litten,Nanu,Hau'oli,Bidoof,Hitmonchan,Charizard,Nidoking,Groudon,Aerodactyl,Golisopod,Gengar,Lucario,Litten,Swampert,Venusaur,Zekrom,Mewtwo,Articuno,Giratina,Tyranitar,Xerneas,Charmander,Cyndaquil,Mudkip,Chimchar,Oshawott,Chespin,Litten,Helix (Omanyte),0,Sylveon,Articuno,Suicune,Lugia,Rayquaza,Registeel,Giratina,Azelf,Cobalion,Landorus,Kyurem,Yveltal,Tapu Koko,Pheromosa,Mew,Solgaleo,Latios
6/27/2017 15:43:17,Torterra,Watchog,"Ruby, Fire Red, Leaf Green, Platinum, HeartGold, White, X, Omega Ruby, Sun, Moon",Platinum,Ghost,Fighting,Pikachu,Blaine,Lance,Celadon,Crobat,Whitney,Koga,Ecruteak,Flygon,Norman,Phoebe,Anabel,Sootopolis,345,Torterra,Byron,0,Flint,Palmer,Veilstone,Whimsicott,Clay,Shauntal,Driftveil,Aegislash,Wulfric,Malva,Laverre,Mimikyu,Acerola,Seafolk,Blissey,Breloom,Togekiss,Crobat,Torterra,Nihilego,Shedinja,Rotom,Magnezone,Volcarona,Wooper,Torterra,Rotom,Bronzong,Vanillite,Giratina,Umbreon,Togekiss,Squirtle,Totodile,Torchic,Turtwig,Oshawott,Froakie,Popplio,Old Amber (Aerodactyl),507,Umbreon,Zapdos,Entei,Ho-oh,Rayquaza,Regice,Giratina,Uxie,Cobalion,,Kyurem,Xerneas,Tapu Koko,Nihilego,Mew,Lunala,Latios
6/27/2017 15:29:29,Tropius,Landorus,"Blue, Yellow, Gold, Sapphire, Fire Red, Platinum, SoulSilver, Black, X, Omega Ruby, Sun",X,Bug,Dragon,Arbok,Giovanni,Agatha,Celadon,Aipom,Whitney,Karen,Olivine,Torkoal,Flannery,Phoebe,Noland,Pacifidlog,533,Drapion,Volkner,257,Flint,Palmer,Resort Area,Reuniclus,Iris,Grimsley,Driftveil,Heliolisk,Wulfric,Drasna,Snowbelle,Oricorio,Acerola,Po Town,Heliolisk,Medicham,Tropius,Arbok,Gligar,Cradily,Durant,Banette,Durant,Arcanine,Omastar,Tropius,Galvantula,Medicham,Froslass,Drampa,Mightyena,Ribombee,,,,,,,,Plume (Archen),615,Vaporeon,,,,,Regirock,,,,Tornadus,,,,,,,
6/27/2017 15:26:35,Salamence,Stantler ,"Red, Blue, Yellow, Gold, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, Black, White, Black 2, X, Alpha Sapphire, Moon",HeartGold,Ice,Normal,Gyarados,Blaine,Agatha,Fuchsia,Scizor,Pryce,Koga,Ecruteak,Salamence,Flannery,Phoebe,Anabel,Fortree,0,Mismagius,Candice,0,Flint,Dahlia,Snowpoint,Galvantula,Skyla,Caitlin,Aspertia,Aegislash,Wulfric,Siebold,Ambrette,Lycanroc,Mallow,Hau'oli,Staraptor,Breloom,Altaria,Nidoking,Mamoswine,Lycanroc,Galvantula,Mismagius,Aegislash,Chandelure,Milotic,Roserade,Ampharos,Gardevoir,nintales,Salamence,Krookodile,Togekiss,Bulbasaur,Totodile,Treecko,Turtwig,Snivy,Fenniken,Rowlet,Helix (Omanyte),0,Sylveon,Zapdos,Entei,Ho-oh,Rayquaza,Regice,Palkia,Mesprit,Terrakion,Thundurus,Reshiram,Xerneas,Tapu Koko,Nihilego,Deoxys,Lunala,Latias
6/27/2017 15:25:19,Muk,Cryogonal,"Red, Blue, Yellow, Gold, Silver, Crystal, Ruby, Sapphire, Fire Red, Leaf Green, Diamond, Platinum, HeartGold, SoulSilver, White, Black 2, X, Y, Alpha Sapphire, Moon",Crystal,Ground,Normal,Muk,Koga,Bruno,Lavender,Heracross,Pryce,Koga,Olivine,Corphish,Flannery,Sidney,Noland,Fortree,345,Mamoswine,Volkner,248,Flint,Palmer,Veilstone,Excadrill,Clay,Grimsley,Opelucid,Diggersby,Wulfric,Siebold,Kiloude,Cosmoem,Kiawe,Po Town,Stoutland,Breloom,Pidgeot,Muk,Dugtrio,Golem,Heracross,Golurk,Excadrill,Magmar,Kingler,Exeggutor,Zapdos,Slowbro,Mamoswine,Flygon,Umbreon,Clefairy,Squirtle,Cyndaquil,Mudkip,Turtwig,Oshawott,Chespin,Popplio,Helix (Omanyte),507,Umbreon,Zapdos,Suicune,Lugia,Kyogre,Regice,Dialga,Mesprit,Terrakion,Landorus,Zekrom,Zygarde,Tapu Bulu,Buzzwole,Darkrai,Solgaleo,Latias
6/27/2017 15:22:55,Gengar,Licklicky,"Red, Green, Blue, Yellow, Gold, Silver, Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, Pearl, Platinum, HeartGold, SoulSilver, Black, White, Black 2, White 2, X, Y, Omega Ruby, Alpha Sapphire, Sun, Moon",Silver,Fire,Poison,Gengar,Blaine,Lorelei,Saffron,Ampharos,Morty,Koga,Ecruteak,Flygon,Flannery,Drake,Spenser,Lavaridge,0,Empoleon,Volkner,0,Bertha,Argenta,Solaceon,Snivy,Elesa,Caitlin,Lacunosa,Aegislash,Wulfric,Malva,Ambrette,Toucannon,Acerola,Tapu Village,Licktung,Hawlucha,Toucannon,Nidorino,Donphan,Tyrantrum,Scyther,Gengar,Aegislash,Charizard,Lanturn,Snivy,Ampharos,Lugia,Spheal,Axew,Houndour,Gardevoir,Charmander,Cyndaquil,Mudkip,Piplup,Snivy,Fenniken,Rowlet,Jaw (Tyrunt),0,Jolteon,Articuno,Entei,Lugia,Groudon,Regice,Giratina,Azelf,Cobalion,Thundurus,Reshiram,Yveltal,Tapu Bulu,Guzzlord,Darkrai,Solgaleo,Latios
6/27/2017 15:10:23,Volcarona,Lickilicky,"Red, Green, Crystal, Ruby, Emerald, Fire Red, Leaf Green, Platinum, HeartGold, SoulSilver, Black, Black 2, White 2, Alpha Sapphire, Moon",Black 2,Fairy,Normal,Bulbasaur,Blue,Agatha,Lavender,Snubbull,Morty,Karen,Goldenrod,Ralts,,Phoebe,,Mauville,536,Roserade,Fantina,150,Aaron,,Floaroma,Volcarona,Marlon,Shauntal,Nimbasa,Delphox,Viola,Drasna,Lumiose,Rowlet,Ilima,Hau'oli,,,,,,,,,,,,,,,,,,,Bulbasaur,Totodile,Torchic,Turtwig,Tepig,Fenniken,Rowlet,Jaw (Tyrunt),615,Sylveon,Articuno,Suicune,Ho-oh,Kyogre,Regice,Giratina,Mesprit,Virizion,,Reshiram,Xerneas,Tapu Koko,,Jirachi,Cosmog,Latios
6/27/2017 15:07:09,Raikou,Hypno,"Platinum, SoulSilver, Black, White, Sun",Sun,Dragon,Ground,Arcanine,Sabrina,Lance,Viridian,Raikou,Clair,Koga,Ecruteak,Flygon,Norman,Drake,Anabel,Mossdeep,536,Luxray,Volkner,781,Bertha,Palmer,Eterna,Haxorus,Elesa,Grimsley,Nimbasa,Greninja,,,,Solgaleo,Hapu,Malie,Eevee,Lucario,Rowlet,Salazzle,Flygon,Lycanroc,Vikavolt,Decidueye,Lucario,Arcanine,Feraligatr,Sceptile,Raikou,Latias,Weavile,Flygon,Absol,Sylveon,Charmander,Totodile,Treecko,Piplup,Oshawott,Froakie,Rowlet,Jaw (Tyrunt),507,Sylveon,Articuno,Raikou,Lugia,Rayquaza,Regice,Giratina,Azelf,Cobalion,Thundurus,Reshiram,Xerneas,Tapu Koko,Xurkitree,Celebi,Solgaleo,Latias
6/27/2017 15:04:49,Arcanine,Sableye,"Red, Green, Blue, Yellow, Gold, Silver, Crystal, Ruby, Emerald, Fire Red, Leaf Green, Diamond, Pearl, HeartGold, SoulSilver, Black, Black 2",HeartGold,Fire,Bug,Arcanine,Erika,Agatha,Cinnabar,Umbreon,Pryce,Karen,Blackthorn,Absol,Flannery,Glacia,Lucy,Sootopolis,223,Glaceon,Volkner,379,Bertha,Argenta,Pastoria,Emboar,Elesa,Marshal,Icirrus,Yveltal,Olympia,Siebold,Cyllage,Decidueye,Acerola,Konikoni,Tauros,Infernape,Articuno,Venusaur,Swampert,Kabutops,Shuckle,Mismagius,Scizor,Arcanine,Suicune,Vileplume,Zapdos,Cresselia,Articuno,Dragonair,Absol,Diancie,Charmander,Cyndaquil,Torchic,Chimchar,Snivy,Froakie,Rowlet,Dome (Kabuto),356,Umbreon,Articuno,Suicune,Ho-oh,Groudon,Regirock,Palkia,Azelf,Cobalion,Thundurus,Reshiram,Yveltal,Tapu Fini,Celesteela,Mew,Solgaleo,Latios
6/27/2017 15:04:27,Leavanny,,"Leaf Green, SoulSilver, White, White 2, X, Y, Omega Ruby, Alpha Sapphire, Moon",White,Bug,Fighting,Lapras,Blue,Lance,Celadon,Ampharos,Jasmine,Koga,Ecruteak,Ralts,,Drake,,Fortree,121,Roserade,,781,,,,Leavanny,Drayden,Grimsley,Driftveil,Aegislash,,,,Vikavolt,,Seafolk,,,Pidgey,,Mudsdale,Archeops,Leavanny,Chandelure,,,,Serperior,Vikavolt,Espeon,Lapras,,Zoroark,Gardevoir,Bulbasaur,Cyndaquil,Treecko,,Oshawott,,Popplio,Plume (Archen),227,Vaporeon,Articuno,Suicune,Lugia,Rayquaza,,,,Keldeo,Thundurus,Zekrom,Xerneas,,,,Lunala,Latias
6/27/2017 15:03:17,Zorua,Garchomp,"Yellow, Gold, Crystal, Sapphire, Emerald, Fire Red, Platinum, HeartGold, White, White 2, Y, Alpha Sapphire, Sun, Moon",White,Dark,Rock,Lapras,Sabrina,Lorelei,Vermilion,Umbreon,Bugsy,Bruno,Azalea,Flygon,Winona,Phoebe,Greta,Lilycove,345,Shaymin,Volkner,248,Flint,Palmer,Snowpoint,Whimsicott,Skyla,Shauntal,Opelucid,Pumpkaboo,Clemont,Malva,Lumiose,Tsareena,Lana,Hau'oli,Heliolisk,Virizion,ShayminSky,Scolipede,Flygon,Minior,Heracross,Pumpkaboo,Empoleon,Braixen,Lapras,Pumpkaboo,Ampharos,Latias,Froslass,Goodra,Zorua,Azumarill,Squirtle,Cyndaquil,Treecko,Piplup,Tepig,Fenniken,Popplio,,507,Umbreon,,Raikou,Lugia,,,,Azelf,Virizion,,,,Tapu Fini,,Shaymin,,Latias
6/27/2017 15:01:56,Swampert,plusle,"Crystal, Ruby, Sapphire, Emerald, Fire Red, Leaf Green, Platinum, SoulSilver, Black, White, Black 2, White 2, Y, Omega Ruby, Alpha Sapphire, Moon",Emerald,Water,Normal,Nidoking,Koga,Bruno,Celadon,nium,Whitney,Bruno,Goldenrod,Swampert,Wattson,Phoebe,Brandon,Sootopolis,345,Rhyperior,,781,,,,Reuniclus,Clay,Caitlin,,Tyrantrum,Wulfric,Wikstrom,Snowbelle,Kommo-o,Hapu,Seafolk,Snorlax,Machamp,Pigeot,Muk,Swampert,Rhyperior,Scizor,Gengar,Aggron,Arcanine,Swampert,Meganium,Ampharos,Reuniclus,Mamoswine,Kommo-o,Bisharp,Florges,Squirtle,Chikorita,Mudkip,,,Chespin,Popplio,Root (Lileep),227,Vaporeon,Zapdos,Raikou,Lugia,Groudon,Registeel,Giratina,,Terrakion,Landorus,,,Tapu Bulu,Guzzlord,,Lunala,
6/27/2017 14:58:08,Blaziken,Trubbish,"Gold, Ruby, Sapphire, Emerald, Fire Red, Diamond, Platinum, HeartGold, Black, Black 2, X, Omega Ruby, Sun",Omega Ruby,Fire,Ghost,Eevee,Lt. Surge,Lance,Fuchsia,Phanpy,Pryce,Bruno,Goldenrod,Blaziken,Flannery,Drake,Brandon,Pacifidlog,287,Darkrai,Byron,846,Lucian,Palmer,Snowpoint,Genesect,Clay,Grimsley,Castelia,Klefki,Korrina,Wikstrom,Snowbelle,Silvally,Nanu,Seafolk,,,,,,,,,,,,,,,,,,,Charmander,Cyndaquil,Torchic,Piplup,Snivy,Fenniken,Litten,Skull (Cranidos),169,Leafeon,Articuno,Entei,Ho-oh,Groudon,Regice,Dialga,Azelf,Keldeo,Thundurus,Zekrom,Xerneas,Tapu Fini,,Darkrai,,Latios
6/27/2017 14:56:26,Scyther,Druddigon,"Red, Blue, Yellow, Silver, Crystal, Sapphire, Emerald, Fire Red, Leaf Green, Diamond, White, X, Omega Ruby, Sun",White,Bug,Fairy,Scyther,Misty,Agatha,Celadon,Hitmontop,Bugsy,Koga,Olivine,Armaldo,Flannery,Phoebe,Anabel,Fortree,287,Toxicroak,Crasher Wake,257,Aaron,Thorton,Jubilife,Escavalier,Roxie,Grimsley,Black City/White Forest,Honedge,Korrina,Wikstrom,Lumiose,Golisopod,Mina,Po Town,Porygon,Hitmontop,Scyther,Toxicroak,Diggersby,Armaldo,Scyther,Cofagrigus,Honedge,Magmar,Golisopod,Exeggutor,Magneton,Slowking,Cloyster,Hydreigon,Bisharp,Mimikyu,Squirtle,,Mudkip,,Oshawott,Chespin,Rowlet,Claw (Anorith),507,,,,Lugia,,,,,,,,,,,Mew,Cosmog,
